Tree,Correlation
 T12_E_50,0.021970661490567703
 T14_D_100,0.11701730239494725
 T15_E_100,0.04172352205442194
 T2_D_50,0.04039042714810173
 T4_E_50,-0.04563795569465059
 T5_D_50,0.03765257078227989
 T7_E_100,0.04171141526409684
 T9_D_100,0.05754989038109716
