Tree,Correlation
 T12_E_50,-0.6764318000895745
 T14_D_100,-0.16522200570027695
 T15_E_100,-0.28899709924877615
 T2_D_50,0.15160469069548207
 T4_E_50,-0.5520696887281253
 T5_D_50,-0.03186859856750337
 T7_E_100,0.01037981710171152
 T9_D_100,-0.037123571542434244
