date, T15_E_100, T12_E_50, T7_E_100, T4_E_50, T14_D_100, T2_D_50, T5_D_50, T9_D_100
01/06/2024,41.44791667,59.55208333,18.85416667,54.16145833,40.79166667,14.08333333,26.72916667,20.34375
02/06/2024,43.34375,63.80208333,19.16145833,58.14583333,41.96875,15.70833333,27.79166667,21.34375
03/06/2024,46.13541667,71.30208333,18.6875,63.46875,46.52083333,17.07291667,29.16145833,26.02083333
04/06/2024,46.15625,78.1875,18.53125,71.53125,43.27604167,19.83333333,30.5,27.26041667
05/06/2024,48.19791667,87.39583333,18.90625,77,45.21875,22.47916667,31.88541667,27.15104167
06/06/2024,36.58333333,51.23958333,7.75,35.73958333,32.3125,11.125,20.30208333,9.8125
07/06/2024,59.61458333,16.40625,13.26041667,12.54166667,41.66145833,1.96875,7.09375,14.97916667
08/06/2024,69.75,62.39583333,26.56770833,69.25,55.70833333,23.15625,30.99479167,37.46354167
09/06/2024,56.64583333,93.61458333,19.97916667,97.10416667,40.91666667,28.34375,39.92708333,27.20833333
10/06/2024,58.10416667,91.1875,19.625,69.30208333,41.515625,22.95833333,35.14583333,23.05208333
11/06/2024,57.66666667,91.0625,20.1875,68.29166667,42.53125,22.21875,32.03125,22.40625
12/06/2024,59.41666667,95.97916667,19.80208333,72.27083333,44.82291667,24.76041667,32.17708333,22.11458333
13/06/2024,58.28125,97.63541667,19.97916667,76.25520833,47.34375,25.67708333,31.98958333,24.86458333
14/06/2024,53.82291667,107.15625,20.35416667,86.140625,48.875,29.4375,33.46875,24.48958333
15/06/2024,63.26041667,125.0260417,20.40625,98.58333333,48.77083333,35.67708333,38.94270833,26.44791667
16/06/2024,62.65104167,145.9375,20.07291667,100.2708333,38.72916667,38.03125,40.3125,27.5625
17/06/2024,63.328125,125.2604167,20.25,90.6875,44.625,34.33854167,38.51041667,24.53125
18/06/2024,62.91666667,108.2552083,19.72916667,81.4375,46.3125,29.11458333,33.84895833,23.15625
19/06/2024,64.77083333,97.46354167,19.34375,75.10416667,42.859375,26.35416667,30.97916667,21.88541667
20/06/2024,64.57291667,93.52083333,19.3125,74.10416667,43.90104167,16,30.48958333,22.0625
21/06/2024,66.125,91.79166667,19.19791667,75.86458333,44.71875,22.82291667,31.11458333,22.82291667
22/06/2024,67.07291667,93.32291667,19.66145833,81.79166667,43.70833333,24.73958333,31.8125,24.52083333
23/06/2024,64,95.73958333,19.20833333,80.52083333,42.40625,25.05208333,30.69791667,25.53125
24/06/2024,64.69791667,97.59375,19.25,87.21875,44.26041667,26.89583333,32.625,25.140625
25/06/2024,66.0625,99.89583333,18.5,89.54166667,44.78645833,29.08333333,34.125,25.79166667
26/06/2024,66,99.14583333,19.32291667,84.36458333,45.08854167,27.33333333,34.40625,25.02083333
27/06/2024,63.73958333,93.01041667,20.32291667,80.92708333,44.57291667,26,32.53125,22.41666667
28/06/2024,66.5,93.73958333,21.59375,87.98958333,46.64583333,29.13541667,33.25520833,25.40625
29/06/2024,85.09375,226.1770833,45.72916667,317.6458333,87.0625,188.65625,65,54.88541667
30/06/2024,72.95833333,310.4322917,29.484375,143.640625,62.796875,481.625,104.90625,54.95833333
01/07/2024,68,71.70833333,17.17708333,82.5,45.58854167,158.78125,63.05208333,24.07291667
02/07/2024,66.76041667,79.20833333,16.36458333,91.6875,48.47916667,23.91666667,30.375,23.609375
03/07/2024,66.63541667,82.86458333,16.35416667,99.13541667,46.9375,25.82291667,29.83333333,24.03125
04/07/2024,64.875,84.19791667,16.375,96.875,38.3125,27.96875,30.44791667,23.36458333
05/07/2024,63.79166667,93.23958333,16.73958333,115.0520833,42.02083333,32.57291667,33.60416667,26.61458333
06/07/2024,67.0625,87.453125,16.66145833,98.18229167,47.54166667,31.30208333,32.20833333,19.80729167
07/07/2024,66.97916667,79.33333333,16.05208333,89.42708333,46.79166667,28.60416667,30.08333333,19.52083333
08/07/2024,65.73958333,78.22916667,16.04166667,97.75,45.48958333,29.25,30.22916667,13.79166667
09/07/2024,63.97916667,81.3125,17.1875,103.546875,47.71875,32.48958333,32.07291667,14.32291667
10/07/2024,67.95833333,87.98958333,17.98958333,113.3020833,46.3125,36.69791667,35.30729167,20.140625
11/07/2024,64.41666667,99.44791667,16.67708333,122.03125,49.58333333,40.8125,38.625,25.78125
12/07/2024,68.8125,107.8958333,16.59375,124.1666667,50.40625,43.57291667,41.83333333,28.05208333
13/07/2024,62.73958333,118.6458333,16.328125,125.53125,51,43.03125,42.77083333,28.28125
14/07/2024,66.85416667,126.6145833,19.04166667,121.03125,51.9375,38.02083333,39.875,28.64583333
15/07/2024,92.60416667,273.484375,54.375,424.6458333,91.54166667,195.1979167,64.875,66.73958333
16/07/2024,103.9583333,543.4270833,96.90625,737.7916667,116.7083333,516.5,109.3020833,144.734375
17/07/2024,115.15625,668.0729167,146.53125,765.7291667,145.21875,663.0729167,168.75,260.1510417
18/07/2024,125.7604167,683.03125,206.4270833,778.2604167,182.40625,683.5520833,262.1302083,313.4322917
19/07/2024,138.8020833,700.8854167,287.5625,789.46875,233.5104167,700.1666667,368.4270833,344.8229167
20/07/2024,150.4479167,710.8020833,407.2604167,794.6041667,300.9375,711.2291667,320.8854167,361.7864583
21/07/2024,161.5052083,610.90625,564.34375,664.8541667,384.6458333,593.4270833,337.625,329.4270833
22/07/2024,127.5,681.3541667,459.7916667,623.4583333,376.859375,676.71875,450.8802083,400.5364583
23/07/2024,41.01041667,645.15625,12.29166667,41.78125,38.13541667,362.7291667,512.9895833,19.44791667
24/07/2024,41.01041667,218.0833333,16.71875,77.10416667,49.64583333,15.16666667,419.4322917,31.375
25/07/2024,42.09375,71.42708333,17.72916667,91.83333333,49.57291667,24.54166667,137.5729167,37.61458333
26/07/2024,43.5,79.0625,18.01041667,107.625,49.09375,30.19791667,36.42708333,37.31770833
27/07/2024,44.8125,72.28125,18.5,97.84375,48.078125,29.85416667,34.45833333,31.15104167
28/07/2024,43.125,82.80208333,19.13541667,115.9479167,48.04166667,31.03645833,33.20833333,5.5
29/07/2024,41.8125,77.875,18.41666667,119.0729167,48.453125,32.23958333,33.13541667,3.0625
