date, T14_D_100, T15_E_100, T12_E_50, T7_E_100, T4_E_50, T9_D_100, T2_D_50, T5_D_50
06/08/2024,25.51428571,,11.18392857,31.51785714,14.31428571,17.95535714,13.67142857,11.00892857
07/08/2024,13.225,35.80909091,3.294444444,15.12777778,9.163888889,16.13611111,12.93888889,10.76666667
08/08/2024,35.79411765,35.95588235,13.02647059,42.48235294,16.67352941,18.68529412,13.36176471,10.74411765
21/08/2024,17.09365079,33.82222222,17.87936508,34.56984127,17.96190476,16.2047619,13.4984127,9.541269841
22/08/2024,18.06354167,32.83020833,5.271875,19.32916667,9.526041667,15.5625,12.671875,10.85104167
23/08/2024,15.05833333,32.971875,8.964583333,19.21875,12.025,15.25520833,12.93229167,10.709375
24/08/2024,16.04166667,33.109375,6.479166667,19.97916667,10.915625,15.50520833,12.84375,10.62395833
25/08/2024,15.96979167,33.09791667,6.253125,20.11458333,10.7375,15.58020833,12.49270833,10.45833333
26/08/2024,14.86145833,33.01145833,5.820833333,19.26770833,10.43854167,15.51666667,12.16354167,10.34791667
27/08/2024,14.80729167,33.021875,5.75625,19.30104167,10.21875,15.48333333,11.80833333,10.26145833
28/08/2024,14.8,33.05729167,5.813541667,19.296875,10.18541667,15.5375,11.475,10.25729167
29/08/2024,14.82291667,33.01458333,5.733333333,19.39791667,10.1125,15.58541667,11.28958333,10.24270833
30/08/2024,14.97916667,33.02395833,5.772916667,19.19583333,10.03854167,15.61041667,11.240625,10.22291667
31/08/2024,15.13854167,33.04375,5.828125,19.23541667,10.13854167,15.6625,11.34166667,10.23020833
01/09/2024,15.15208333,33.00729167,5.85,19.19375,10.109375,15.70625,11.48541667,10.253125
02/09/2024,15.13854167,33.103125,5.820833333,19.23854167,10.090625,15.73125,11.66145833,10.28229167
03/09/2024,15.2,33.1125,5.80625,19.146875,10.03333333,15.76458333,11.815625,10.30833333
04/09/2024,15.259375,33.128125,5.902083333,19.31458333,10.059375,15.82604167,11.91875,10.35208333
05/09/2024,15.17291667,33.10208333,5.953125,19.15729167,10.0875,15.87291667,12.01354167,10.39895833
06/09/2024,15.24895833,33.103125,5.902083333,19.12916667,10.01354167,15.88020833,12.153125,10.48020833
07/09/2024,15.00520833,33.134375,5.948958333,19.18958333,9.945833333,15.84791667,12.2125,10.5
08/09/2024,15.13229167,33.165625,6.017708333,19.340625,9.919791667,15.85729167,12.39583333,10.5375
09/09/2024,14.803125,33.13020833,6.128125,19.31770833,9.79375,15.83854167,12.51979167,10.55416667
10/09/2024,14.83541667,33.1375,6.194791667,19.44479167,9.730208333,15.85,12.53333333,10.57291667
11/09/2024,14.73854167,33.13229167,6.130208333,19.37083333,9.665625,15.875,12.5625,10.60416667
12/09/2024,14.70729167,33.18333333,6.11875,19.221875,9.55625,15.87291667,12.54270833,10.6125
13/09/2024,14.575,33.159375,6.055208333,19.21458333,9.407291667,15.87083333,12.43020833,10.60833333
14/09/2024,14.68125,33.21666667,6.153125,19.1875,9.426041667,15.90104167,12.47604167,10.684375
15/09/2024,14.70625,33.22083333,6.189583333,19.08958333,9.414583333,15.94791667,12.559375,10.75833333
16/09/2024,14.78958333,33.25625,6.336458333,19.27083333,9.49375,16.01770833,12.76458333,10.828125
17/09/2024,15.00833333,33.26041667,6.338541667,19.25625,9.440625,16.0375,12.96041667,10.86041667
18/09/2024,15.065625,33.29791667,6.332291667,19.33125,9.376041667,16.065625,13.01666667,10.88958333
